solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
3_231_5,search_clicks_P,100017.171048484,2618146.77121567,0.0158572950602173,28458.1170784312,0.00903234784348816,2618146.77121567,0.0158572950602173,28458.1170784312,0.00903234784348816,TRUE,0.111321014032676,0.125843875971944,0,0.0562164647732695,0.099653558573421,0.938731386977664,266561.544311441,5,231,0,3,1385,1,3666600,47618.1818181818,0.111321014032676,0.125843875971944,0.698039817872006,0.714053011295388,1.40045624649893,33239.3869637597,0.446806397405453
3_231_5,season,0.368259567790331,-2970618.53272455,-0.0179921061350165,-32289.3318774408,-0.0102483406174444,-2970618.53272455,-0.0179921061350165,-32289.3318774408,-0.0102483406174444,FALSE,,,0,0.0562164647732695,0.099653558573421,0.938731386977664,266561.544311441,5,231,0,3,1385,1,,,,,,,,,
3_231_5,trend,0.228468784086935,63488390.0981763,0.384529295971249,690091.196719307,0.219028676961273,63488390.0981763,0.384529295971249,690091.196719307,0.219028676961273,TRUE,,,0,0.0562164647732695,0.099653558573421,0.938731386977664,266561.544311441,5,231,0,3,1385,1,,,,,,,,,
3_231_5,tv_S,371040.77391757,6376834.71238171,0.0386224908000557,69313.4207867577,0.0219994501056628,6376834.71238171,0.0386224908000557,69313.4207867577,0.0219994501056628,TRUE,0.311135800761756,0.306509018310664,0,0.0562164647732695,0.099653558573421,0.938731386977664,266561.544311441,5,231,0,3,1385,1,10247935.1,256198.3775,0.311135800761756,0.306509018310664,0.515231753933447,0.622255571503542,1.6070567236284,132001.539394228,0.678511904377956
3_241_4,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,competitor_sales_B,0.153548650261957,75156669.2178521,0.455160270874181,816920.317585349,0.260781354041871,75156669.2178521,0.455160270874181,816920.317585349,0.260781354041871,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,events,0.914089695405026,1116799.51423675,0.00676350847772018,1116799.51423675,0.35651027798747,1116799.51423675,0.00676350847772018,1116799.51423675,0.35651027798747,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,facebook_I,105164.914349509,2536346.18968187,0.0153605000160395,27568.980322629,0.00880070658462693,2536346.18968187,0.0153605000160395,27568.980322629,0.00880070658462693,TRUE,0.181827675117088,0.136096907796546,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,5988890.41190929,136111.145725211,0.181827675117088,0.136096907796546,0.306293125291379,0.42350853250515,2.36122751549956,41689.9082111653,0.000281606990029104
3_241_4,holiday,0.996724230126491,4515354.0618543,0.0273456740336526,282209.628865894,0.0900883569120104,4515354.0618543,0.0273456740336526,282209.628865894,0.0900883569120104,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,newsletter,420385.511382638,5270192.98660571,0.0319170938827725,57284.706376149,0.0182867079849589,5270192.98660571,0.0319170938827725,57284.706376149,0.0182867079849589,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,ooh_S,218200.055353071,5834179.10270488,0.0353326799650785,63414.9902467922,0.020243647595878,5834179.10270488,0.0353326799650785,63414.9902467922,0.020243647595878,TRUE,0.310911157955088,0.313054163757099,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,10240536,262577.846153846,0.310911157955088,0.313054163757099,0.341558163833481,0.569714232019191,1.75526596282452,89685.606995658,0.109936489985557
3_241_4,print_S,438303.96334038,1881997.05407672,0.011397661682358,20456.4897182252,0.00653022207041024,1881997.05407672,0.011397661682358,20456.4897182252,0.00653022207041024,TRUE,0.0848043521333921,0.100985417757257,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,2793216,77589.3333333333,0.0848043521333921,0.100985417757257,0.404236182999662,0.673774263815158,1.48417660588226,31364.4159481551,1.05867006289191
3_241_4,search_clicks_P,82591.7029823098,2425191.78053498,0.0146873319325857,26360.7802232063,0.0084150189586755,2425191.78053498,0.0146873319325857,26360.7802232063,0.0084150189586755,TRUE,0.111321014032676,0.130132512465031,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,3666600,47618.1818181818,0.111321014032676,0.130132512465031,0.651879734972212,0.661427966108924,1.51188043330378,31041.327743495,0.314171103753324
3_241_4,season,0.372842577426956,-3007588.03617535,-0.0182144126325698,-32691.1743062538,-0.0104358387437377,-3007588.03617535,-0.0182144126325698,-32691.1743062538,-0.0104358387437377,FALSE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
