solID,mape,decomp.rssd,nrmse,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,cluster,top_sol
1_216_2,0,0.0819109022689325,0.0567294705750854,1,1,0.895534562208362,0.426648141899959,0.989994585253256,8,TRUE
3_193_1,0,0.108450458698134,0.0561211995099472,0.268116210050721,0.0549506856133946,0.91551482222712,0.157761867916814,0.475300890551775,4,FALSE
3_222_2,0,0.0827412337872234,0.0562837186480688,0.245889257035539,0.28591032277518,0.677493481691082,0.248425831897016,0.43706109648305,4,FALSE
3_231_5,0,0.099653558573421,0.0562164647732695,0.385575518904225,0.507226002583204,1,0.221579911885757,0.966808101721147,3,TRUE
3_241_4,0,0.0527775741295811,0.0575250218624987,0.20083555238855,0.318728768944126,0.0706065454462707,0.328543483809486,0.726591963665931,6,TRUE
3_242_2,0,0.114010026917075,0.0561067700329195,0.151834571813224,0.868229280994686,0.886124285830998,0.0908318444918525,0.221986744943473,5,TRUE
3_243_5,0,0.0717020281484452,0.0568935757592768,0.625636518223996,0.42469086360163,0.539360637908946,0.450542874894397,0.0288242941588721,10,FALSE
3_246_2,0,0.0623113117188661,0.0571084409640817,0.260904886176663,0.379452266086664,0.264289983038523,0.278590331215296,0.572700197398171,6,FALSE
3_256_2,0,0.043493728171307,0.0580754857602716,0.305606107446935,0.323240594831255,0.0452036223886971,0.428830434125664,0.451955311236462,7,TRUE
3_267_2,0,0.0137847032011834,0.0610995183737104,0.602564448309529,0.662532859888422,0.0318412838838898,1,1,9,FALSE
3_271_2,0,0.0174132752507616,0.0603543059064106,0.396667292987234,0.672879232807635,0.0460136993266887,0.836111309693001,0.543826333442721,2,FALSE
3_272_2,0,0.0818553045912455,0.0567564427861456,0,0,0.372394524357291,0.158919768403954,0.797198921146404,6,FALSE
3_275_4,0,0.0204551284649417,0.0603149834806187,0.439458310294165,0.74900342845817,0.0828156523984273,0.85500108203587,0.746516664232724,2,TRUE
3_275_6,0,0.0299705186149018,0.059288651165288,0.428426964411289,0.376162062738671,0.0544442437610197,0.660624545565985,0.54755451739107,7,FALSE
3_276_2,0,0.0173908593075111,0.0603848141491133,0.410087219668528,0.672432231753155,0.0470166806215709,0.834296480102621,0.529537368681079,2,FALSE
3_276_3,0,0.0681497318566186,0.05703238293219,0.256460560945785,0.485792455340487,0.303172855969426,0.243148645568339,0.27635025492447,10,FALSE
3_278_1,0,0.116795295445791,0.0556681506503097,0.0637990890360115,0.258735006405832,0.922626351597405,0,0.926330949537102,3,FALSE
3_279_3,0,0.054675588261926,0.0574939722568475,0.471511243468497,0.440093069936974,0.36467409759971,0.465555933206244,0.433403444001096,10,TRUE
3_290_5,0,0.0258387569158941,0.0594050761834629,0.390170837846709,0.463690115945138,0.0931707194218844,0.687654693303674,0.672001939714624,7,FALSE
3_295_6,0,0.0782836734671635,0.0567689935845843,0.160762900916791,0.254758048830376,0.644384466411472,0.28748083790216,0.202236693602173,4,TRUE
3_297_2,0,0.0459012521073209,0.0576027358500627,0.0691868933345922,0.114880168765362,0.177260936211415,0.394297474375968,0.326740055342532,1,FALSE
3_297_6,0,0.0577222284726157,0.0572693934899172,0.153638449747512,0.276768328178964,0.0873315086998526,0.242836338113097,0.0779582595749103,1,TRUE
3_312_2,0,0.092461784570488,0.0562720269986426,0.0286111167584582,0.0673543852285781,0.674942591546101,0.144856653904027,0.0962736117927047,4,FALSE
3_321_4,0,0.0352985956262155,0.0581897530884849,0.390236953211082,0.366219382657356,0.177038792907115,0.631439820824734,0.682843540244906,7,FALSE
3_325_6,0,0.0583147202676548,0.0571461137524893,0.233954608014013,0.366326435291809,0.202301215295204,0.296923230966104,0.581597691712669,6,FALSE
3_326_3,0,0.0312450228735842,0.0586756587486576,0.0367820607313093,0.342352767214574,0.0821953119260067,0.534970520423655,0.231118789655965,1,FALSE
3_329_3,0,0.0308677494402897,0.0592549949217472,0.554453999210072,0.409837416680521,0,0.812836623850971,0.910493031473477,9,TRUE
3_331_3,0,0.0441291412619377,0.0579634919072697,0.0144690395052413,0.299375334570301,0.0994723944396514,0.381757647540604,0,1,FALSE
